Node_ID,Top_1,Top_2,Top_3,Top_4,Top_5
3263,"(4066, 0.6492985486984253)","(2099, 0.6442703008651733)","(2098, 0.6439884305000305)","(9684, 0.6412156224250793)","(4065, 0.6411582827568054)"
3264,"(558, 0.6401702761650085)","(7755, 0.6388299465179443)","(8975, 0.6380977034568787)","(5523, 0.6374437808990479)","(8974, 0.6369590163230896)"
3265,"(3725, 0.8977274894714355)","(3722, 0.8937130570411682)","(3731, 0.8926527500152588)","(3732, 0.8898794651031494)","(3726, 0.8898400664329529)"
3266,"(3725, 0.8903107047080994)","(3722, 0.886100172996521)","(3731, 0.884994387626648)","(3732, 0.8821725845336914)","(3726, 0.8819987177848816)"
3267,"(3725, 0.893703818321228)","(3722, 0.8895754814147949)","(3731, 0.8883726000785828)","(3732, 0.8857500553131104)","(3726, 0.8854659199714661)"
3268,"(3725, 0.9044952392578125)","(3722, 0.9005330801010132)","(3731, 0.8995816707611084)","(3732, 0.8967955708503723)","(3726, 0.8965539932250977)"
3269,"(3725, 0.9026493430137634)","(3722, 0.8984705805778503)","(3731, 0.8975236415863037)","(3732, 0.8948526382446289)","(3726, 0.8947441577911377)"
3270,"(3725, 0.9002159237861633)","(3722, 0.8960184454917908)","(3731, 0.8948954939842224)","(3732, 0.8921819925308228)","(3726, 0.8919888734817505)"
3271,"(3725, 0.895443320274353)","(3722, 0.8912754058837891)","(3731, 0.8900983929634094)","(3732, 0.8875064253807068)","(3726, 0.8871675133705139)"
3272,"(3725, 0.9057928919792175)","(3722, 0.9018819332122803)","(3731, 0.9007182717323303)","(3732, 0.8983407020568848)","(3726, 0.8981906771659851)"
3273,"(11338, 0.6849218606948853)","(11339, 0.6824465394020081)","(14524, 0.6677287817001343)","(2988, 0.6618474125862122)","(3662, 0.6617284417152405)"
3274,"(11338, 0.6820429563522339)","(11339, 0.6795265078544617)","(14524, 0.66710364818573)","(2988, 0.6616727709770203)","(3662, 0.661361813545227)"
3275,"(17714, 0.6394448280334473)","(15527, 0.6384291052818298)","(6690, 0.636835515499115)","(1788, 0.636650025844574)","(4065, 0.6366219520568848)"
3276,"(17714, 0.6410205364227295)","(15527, 0.6371292471885681)","(1788, 0.6365869641304016)","(17039, 0.6365026235580444)","(4065, 0.6363778114318848)"
3277,"(4119, 0.8708318471908569)","(1675, 0.8582339882850647)","(9167, 0.8547800183296204)","(9163, 0.8519957661628723)","(9165, 0.8485342860221863)"
3278,"(4119, 0.8679333329200745)","(1675, 0.8558768630027771)","(9167, 0.8545525074005127)","(9163, 0.8477593064308167)","(9166, 0.8458161354064941)"
3279,"(11425, 0.8131324052810669)","(11427, 0.8025646209716797)","(1675, 0.7934178709983826)","(4119, 0.7910274863243103)","(9167, 0.7833780646324158)"
3280,"(4119, 0.8679690957069397)","(1675, 0.8616046905517578)","(9167, 0.8612438440322876)","(9163, 0.8521065711975098)","(9166, 0.8514039516448975)"
3281,"(4119, 0.8585864901542664)","(1675, 0.8514567613601685)","(9167, 0.850152850151062)","(9165, 0.8477910161018372)","(9163, 0.8450586199760437)"
3282,"(4119, 0.859711766242981)","(1675, 0.8560647368431091)","(9165, 0.8521170020103455)","(9167, 0.8509761691093445)","(9163, 0.845247745513916)"
3283,"(4119, 0.8724159598350525)","(1675, 0.8614264130592346)","(9167, 0.8575162887573242)","(9165, 0.8548153042793274)","(9163, 0.8537331223487854)"
3284,"(3087, 0.9825621843338013)","(3089, 0.982504665851593)","(10806, 0.9791160821914673)","(3088, 0.978949248790741)","(939, 0.9783251881599426)"
3285,"(3089, 0.9898243546485901)","(3087, 0.9876116514205933)","(1507, 0.9861118197441101)","(3088, 0.9857741594314575)","(939, 0.9845470190048218)"
3286,"(3087, 0.9823503494262695)","(3089, 0.9818474650382996)","(17382, 0.979791522026062)","(939, 0.979186475276947)","(10806, 0.9789401292800903)"
3287,"(3088, 0.9828301668167114)","(3089, 0.9824433922767639)","(17385, 0.9822251200675964)","(3087, 0.9807144403457642)","(17384, 0.9801926612854004)"
3288,"(12893, 0.6433829665184021)","(3679, 0.6403007507324219)","(2517, 0.640203058719635)","(12892, 0.6394907832145691)","(346, 0.6380621790885925)"
3289,"(12893, 0.6434006094932556)","(3679, 0.6414130926132202)","(2517, 0.6402453184127808)","(12892, 0.6393353939056396)","(346, 0.6389608383178711)"
3290,"(12893, 0.6435458660125732)","(2517, 0.6409038305282593)","(3679, 0.6406649947166443)","(12892, 0.6395530104637146)","(346, 0.6393328905105591)"
3291,"(12893, 0.6437538862228394)","(3679, 0.6413758397102356)","(2517, 0.6411517858505249)","(12892, 0.6397253274917603)","(346, 0.6390936970710754)"
3292,"(12893, 0.6437476277351379)","(3679, 0.640208899974823)","(2517, 0.639661967754364)","(12892, 0.6394917368888855)","(346, 0.6384934186935425)"
3293,"(12893, 0.6425184607505798)","(2517, 0.64009028673172)","(3679, 0.639135479927063)","(12892, 0.6386525630950928)","(346, 0.6381436586380005)"
3294,"(1983, 0.9340009689331055)","(1984, 0.9271166324615479)","(1412, 0.9100547432899475)","(1414, 0.9096178412437439)","(1413, 0.9080474972724915)"
3295,"(1412, 0.9513602256774902)","(1414, 0.9513456225395203)","(15469, 0.9512600302696228)","(15467, 0.9508956074714661)","(1413, 0.9501688480377197)"
3296,"(15469, 0.9543039202690125)","(15467, 0.9540905952453613)","(15468, 0.9517642259597778)","(1412, 0.9488585591316223)","(1414, 0.9485854506492615)"
3297,"(15469, 0.9548192024230957)","(15467, 0.9544851779937744)","(15468, 0.9524771571159363)","(1412, 0.9470714330673218)","(1414, 0.9469813704490662)"
3298,"(1412, 0.9532538056373596)","(1414, 0.9529460668563843)","(1413, 0.9517657160758972)","(15469, 0.9506485462188721)","(15467, 0.9500448107719421)"
3299,"(1988, 0.880572497844696)","(18002, 0.8719132542610168)","(18004, 0.8699217438697815)","(1989, 0.8683711886405945)","(18003, 0.866638720035553)"
3300,"(14606, 0.9351693987846375)","(14604, 0.9305859804153442)","(1988, 0.9297490119934082)","(14605, 0.9287697076797485)","(1989, 0.9251613020896912)"
3301,"(14606, 0.9411158561706543)","(1988, 0.9388776421546936)","(14604, 0.9365259408950806)","(14605, 0.9341179728507996)","(1989, 0.9296189546585083)"
3302,"(14606, 0.9418233036994934)","(14604, 0.9411261677742004)","(14605, 0.9400163292884827)","(1988, 0.9253792762756348)","(1989, 0.914084255695343)"
3303,"(14606, 0.9505997896194458)","(14604, 0.9473855495452881)","(14605, 0.9456028342247009)","(1988, 0.9232478141784668)","(1989, 0.9133512377738953)"
3304,"(132, 0.9758388996124268)","(131, 0.9737769961357117)","(694, 0.9734700918197632)","(1757, 0.9728737473487854)","(693, 0.9718247652053833)"
3305,"(1757, 0.9732648134231567)","(693, 0.9674880504608154)","(1755, 0.9654767513275146)","(132, 0.9637740850448608)","(1756, 0.9623086452484131)"
3306,"(1757, 0.9767900705337524)","(1015, 0.97487872838974)","(183, 0.9735305309295654)","(132, 0.9695584774017334)","(694, 0.9693936109542847)"
3307,"(384, 0.971921980381012)","(19, 0.9702844619750977)","(21, 0.9673426747322083)","(20, 0.9625570774078369)","(11446, 0.9622816443443298)"
3308,"(19, 0.9755017161369324)","(384, 0.9713460206985474)","(11445, 0.9671602845191956)","(11447, 0.9650354981422424)","(2613, 0.9626762270927429)"
3309,"(19, 0.9679595828056335)","(384, 0.9654338359832764)","(21, 0.9621221423149109)","(20, 0.9605209231376648)","(11446, 0.9567080140113831)"
3310,"(3813, 0.6749435663223267)","(3812, 0.6715012192726135)","(3814, 0.6670094132423401)","(1707, 0.6508920192718506)","(6472, 0.6502385139465332)"
3311,"(5821, 0.9992732405662537)","(5820, 0.9989262223243713)","(3813, 0.6663194894790649)","(3812, 0.6625897288322449)","(3814, 0.6578220129013062)"
3312,"(5671, 0.6506925821304321)","(5672, 0.6488493084907532)","(4034, 0.6415863633155823)","(14207, 0.6404858827590942)","(4368, 0.6401979923248291)"
3313,"(5671, 0.6492182016372681)","(5672, 0.6476292014122009)","(4034, 0.6417983174324036)","(4033, 0.6397466659545898)","(14207, 0.6395882368087769)"
3314,"(958, 0.6355905532836914)","(959, 0.6300448179244995)","(3679, 0.6264704465866089)","(2606, 0.6262263655662537)","(2815, 0.6240097284317017)"
3315,"(12400, 0.9888134598731995)","(12401, 0.988192617893219)","(12399, 0.98764568567276)","(12402, 0.9863278865814209)","(958, 0.6718396544456482)"
3316,"(12400, 0.9877216815948486)","(12401, 0.9870826601982117)","(12399, 0.9867019653320312)","(12402, 0.9853788018226624)","(958, 0.6691227555274963)"
3317,"(12400, 0.9901917576789856)","(12401, 0.9895007014274597)","(12399, 0.9890893697738647)","(12402, 0.9879212975502014)","(958, 0.6651291847229004)"
3318,"(12400, 0.9875213503837585)","(12401, 0.9869050979614258)","(12399, 0.9863587021827698)","(12402, 0.9851851463317871)","(958, 0.6700854897499084)"
3319,"(12400, 0.9879100322723389)","(12401, 0.9871670603752136)","(12399, 0.9864495992660522)","(12402, 0.9852378368377686)","(958, 0.6668785214424133)"
3320,"(12400, 0.9896017909049988)","(12401, 0.988929033279419)","(12399, 0.9885434508323669)","(12402, 0.9871909022331238)","(958, 0.6617735624313354)"
3321,"(12400, 0.9888466000556946)","(12401, 0.9883022308349609)","(12399, 0.9880316257476807)","(12402, 0.9866769313812256)","(958, 0.6671284437179565)"
3322,"(12400, 0.9883944988250732)","(12401, 0.987851083278656)","(12399, 0.9873768091201782)","(12402, 0.9860197901725769)","(958, 0.6621965169906616)"
3323,"(12400, 0.985866904258728)","(12401, 0.9850528240203857)","(12399, 0.9844975471496582)","(12402, 0.983072817325592)","(958, 0.6702382564544678)"
3324,"(2613, 0.8973406553268433)","(384, 0.8852095603942871)","(19, 0.8670060634613037)","(3307, 0.8637470602989197)","(3309, 0.8616389036178589)"
3325,"(2613, 0.9162079095840454)","(384, 0.8963943719863892)","(19, 0.8814756274223328)","(3307, 0.8751510977745056)","(21, 0.8665096163749695)"
3326,"(2613, 0.9026932120323181)","(384, 0.8873535394668579)","(19, 0.8688924312591553)","(3307, 0.8591763973236084)","(21, 0.8560190200805664)"
3327,"(2613, 0.9020680785179138)","(384, 0.8838449716567993)","(19, 0.8662424087524414)","(11447, 0.858013391494751)","(3307, 0.8577563166618347)"
3328,"(2613, 0.9177167415618896)","(384, 0.8960069417953491)","(19, 0.8768472671508789)","(3307, 0.8701310157775879)","(11446, 0.8646712899208069)"
3329,"(2613, 0.8886138200759888)","(384, 0.8825939893722534)","(3307, 0.857831597328186)","(19, 0.8563930988311768)","(1511, 0.8489078879356384)"
3330,"(2613, 0.9155308604240417)","(384, 0.8864839673042297)","(19, 0.8753224611282349)","(21, 0.8637176752090454)","(3307, 0.8628079295158386)"
3331,"(2613, 0.9093136787414551)","(384, 0.8907924294471741)","(3307, 0.8709313273429871)","(19, 0.8697930574417114)","(3309, 0.8610172867774963)"
3332,"(2613, 0.8839661478996277)","(384, 0.8735905289649963)","(19, 0.849793016910553)","(3307, 0.8430088758468628)","(11446, 0.8406662344932556)"
3333,"(2613, 0.907425582408905)","(384, 0.8898339867591858)","(3307, 0.8716638684272766)","(19, 0.8693943619728088)","(21, 0.8583416938781738)"
3334,"(2613, 0.9024679064750671)","(384, 0.8883147835731506)","(3307, 0.8708030581474304)","(19, 0.8668801784515381)","(3309, 0.8639757633209229)"
3335,"(2613, 0.9107478260993958)","(384, 0.9064659476280212)","(19, 0.8748308420181274)","(3307, 0.8699517250061035)","(11447, 0.8650259971618652)"
3336,"(2613, 0.8982375860214233)","(384, 0.8794808387756348)","(19, 0.8699097037315369)","(1510, 0.8628994226455688)","(3307, 0.8618124127388)"
3337,"(2613, 0.9092509746551514)","(384, 0.8862057328224182)","(19, 0.8675628900527954)","(3307, 0.8552298545837402)","(11446, 0.8534248471260071)"
3338,"(2613, 0.9058504700660706)","(384, 0.883736252784729)","(19, 0.8693780899047852)","(3307, 0.8589039444923401)","(11447, 0.8558750748634338)"
3339,"(2613, 0.9055589437484741)","(384, 0.8932324051856995)","(19, 0.8705098032951355)","(3307, 0.8696988821029663)","(1510, 0.8648106455802917)"
3340,"(2613, 0.8860596418380737)","(384, 0.8748961687088013)","(19, 0.8555797338485718)","(1511, 0.8473398685455322)","(3307, 0.8452485203742981)"
3341,"(2613, 0.9121902585029602)","(384, 0.890742838382721)","(19, 0.8699904680252075)","(3307, 0.8671193718910217)","(3309, 0.8558458089828491)"
3342,"(2613, 0.9059833288192749)","(384, 0.8869931101799011)","(3307, 0.8798710107803345)","(19, 0.8790173530578613)","(21, 0.8708628416061401)"
3343,"(2613, 0.9098371267318726)","(384, 0.8977721929550171)","(19, 0.8842330574989319)","(3307, 0.8802171349525452)","(11446, 0.8764011859893799)"
3344,"(2613, 0.9120650291442871)","(384, 0.8944231271743774)","(19, 0.8796259760856628)","(3307, 0.8727792501449585)","(3309, 0.8673359751701355)"
3345,"(2613, 0.901708722114563)","(384, 0.8885030150413513)","(19, 0.8705974817276001)","(1511, 0.862088143825531)","(3307, 0.8600302338600159)"
3346,"(2613, 0.9126970171928406)","(384, 0.8877232074737549)","(19, 0.8722714781761169)","(3307, 0.869910717010498)","(3309, 0.8623353242874146)"
3347,"(2613, 0.9128395915031433)","(384, 0.8980513215065002)","(19, 0.8796815276145935)","(3307, 0.8765468597412109)","(3309, 0.8706657886505127)"
3348,"(2613, 0.9120309948921204)","(384, 0.8885141611099243)","(19, 0.867258608341217)","(3307, 0.861325204372406)","(3309, 0.8547289371490479)"
3349,"(2613, 0.9011417627334595)","(384, 0.8734362125396729)","(19, 0.8638366460800171)","(3307, 0.8507073521614075)","(21, 0.849690854549408)"
3350,"(2613, 0.895186722278595)","(384, 0.8877184987068176)","(3307, 0.8666321635246277)","(19, 0.8662168979644775)","(11446, 0.8604326248168945)"
3351,"(2613, 0.9161942601203918)","(384, 0.8952553868293762)","(19, 0.8712374567985535)","(3307, 0.8701570630073547)","(3309, 0.8602943420410156)"
3352,"(2613, 0.9090988039970398)","(384, 0.8992125391960144)","(19, 0.8785850405693054)","(1511, 0.866766631603241)","(1510, 0.865147590637207)"
3353,"(2613, 0.903563380241394)","(384, 0.8945884108543396)","(19, 0.8769417405128479)","(1511, 0.8687846064567566)","(3307, 0.8666289448738098)"
3354,"(2613, 0.9155393838882446)","(384, 0.8898419737815857)","(19, 0.8695245981216431)","(3307, 0.8670676946640015)","(3309, 0.8548560738563538)"
3355,"(2613, 0.9010893106460571)","(384, 0.8862362504005432)","(19, 0.8732014298439026)","(21, 0.8671241402626038)","(3307, 0.8628861308097839)"
3356,"(2613, 0.9137280583381653)","(384, 0.8856286406517029)","(19, 0.8705927133560181)","(3307, 0.868462085723877)","(3309, 0.8596133589744568)"
3357,"(1158, 0.650107741355896)","(17713, 0.6399364471435547)","(17714, 0.638647735118866)","(2987, 0.6373737454414368)","(1157, 0.6366335153579712)"
3358,"(1158, 0.6503710150718689)","(17713, 0.6388030052185059)","(17714, 0.6376355290412903)","(2987, 0.6371860504150391)","(1157, 0.6369478106498718)"
3359,"(1158, 0.6509652137756348)","(17713, 0.639616072177887)","(2987, 0.6392821669578552)","(17714, 0.6382887363433838)","(1157, 0.6373689770698547)"
3360,"(1158, 0.6510665416717529)","(17713, 0.6401228308677673)","(2987, 0.6398345232009888)","(17714, 0.6389100551605225)","(1157, 0.6376933455467224)"
3361,"(1158, 0.6498542428016663)","(17713, 0.6386660933494568)","(2987, 0.6374458074569702)","(17714, 0.6373775601387024)","(1157, 0.6363304257392883)"
3362,"(2056, 0.8563265800476074)","(6838, 0.8451571464538574)","(2647, 0.8298851847648621)","(3529, 0.829525351524353)","(2646, 0.8141883015632629)"
3363,"(7599, 0.6538200974464417)","(7596, 0.6518683433532715)","(2814, 0.6489167213439941)","(7597, 0.648829460144043)","(7600, 0.6484924554824829)"
3364,"(7599, 0.6467702388763428)","(7596, 0.6450821161270142)","(2814, 0.644435465335846)","(4893, 0.6440970301628113)","(7597, 0.6419073939323425)"
3365,"(2814, 0.6498522162437439)","(4893, 0.6482076644897461)","(7599, 0.6471747159957886)","(7596, 0.6454868316650391)","(4894, 0.645421028137207)"
3366,"(2814, 0.6543469429016113)","(4893, 0.653058648109436)","(7599, 0.6516145467758179)","(4894, 0.6500590443611145)","(7596, 0.6498885154724121)"
3367,"(2814, 0.656980037689209)","(4893, 0.6551685333251953)","(4894, 0.6525105237960815)","(2815, 0.6524894833564758)","(2099, 0.6517521142959595)"
3368,"(2814, 0.6582520604133606)","(7599, 0.6568557620048523)","(4893, 0.65664142370224)","(7596, 0.6552919149398804)","(4894, 0.6538714170455933)"
3369,"(2814, 0.6580677032470703)","(4893, 0.6567734479904175)","(2099, 0.6545026898384094)","(4894, 0.6538117527961731)","(2815, 0.6536306738853455)"
3370,"(7599, 0.6523801684379578)","(7596, 0.65035480260849)","(7597, 0.6475236415863037)","(7600, 0.6471275091171265)","(2814, 0.6440398693084717)"
3371,"(2814, 0.6554809808731079)","(4893, 0.6545643210411072)","(4894, 0.651885449886322)","(2099, 0.6511344313621521)","(2815, 0.6508837342262268)"
3372,"(2814, 0.6469836831092834)","(7599, 0.6463002562522888)","(4893, 0.6454698443412781)","(7596, 0.6443083882331848)","(4894, 0.6424583792686462)"
3374,"(2517, 0.6517552137374878)","(976, 0.6469612121582031)","(2518, 0.6460486650466919)","(9646, 0.6443684697151184)","(4368, 0.6441983580589294)"
3375,"(2517, 0.6506408452987671)","(976, 0.6468147039413452)","(2518, 0.6448875069618225)","(4368, 0.6440579891204834)","(9646, 0.6434188485145569)"
3376,"(5472, 0.9754611253738403)","(3148, 0.9741296172142029)","(3150, 0.9738577008247375)","(13364, 0.9731408357620239)","(3149, 0.9727367758750916)"
3377,"(5472, 0.9734874963760376)","(3148, 0.9723273515701294)","(3150, 0.971856415271759)","(13364, 0.9710050821304321)","(5474, 0.9707574248313904)"
3378,"(5472, 0.9731990694999695)","(3148, 0.9725562334060669)","(3150, 0.9722948670387268)","(3149, 0.9709464311599731)","(13364, 0.9709166884422302)"
3379,"(5472, 0.9779185652732849)","(3150, 0.9777725338935852)","(3148, 0.9776819944381714)","(13364, 0.976166844367981)","(3149, 0.9760118126869202)"
3380,"(5472, 0.975325345993042)","(13364, 0.9745599031448364)","(3150, 0.9738274812698364)","(3148, 0.9738051295280457)","(3149, 0.9726557731628418)"
3381,"(3150, 0.9792395830154419)","(3148, 0.9792038202285767)","(5472, 0.9786105751991272)","(3149, 0.977483868598938)","(13364, 0.9766826033592224)"
3382,"(3150, 0.9769614934921265)","(3148, 0.9766730070114136)","(5472, 0.9760600328445435)","(3149, 0.9751318097114563)","(13364, 0.9734081625938416)"
3383,"(3013, 0.6482914090156555)","(4034, 0.6449746489524841)","(4033, 0.6441803574562073)","(15055, 0.6426193714141846)","(3014, 0.6415919661521912)"
3384,"(3013, 0.6467588543891907)","(4034, 0.6449912190437317)","(4033, 0.6439350843429565)","(15055, 0.6423572301864624)","(3014, 0.6401792168617249)"
3385,"(3013, 0.6481823921203613)","(4034, 0.6458956599235535)","(4033, 0.6448725461959839)","(3014, 0.6417242288589478)","(2891, 0.6415844559669495)"
